source,type,value,malware_family,country,tags,confidence,timestamp,pulse_name,domain,severity,is_ip,tag_count
mitre_attack,attack_technique,T1007,System Service Discovery,global,discovery,100,unknown,System Service Discovery,T1007,critical,0,1
mitre_attack,attack_technique,T1040,Network Sniffing,global,"credential-access,discovery",100,unknown,Network Sniffing,T1040,critical,0,2
mitre_attack,attack_technique,T1553.002,Code Signing,global,defense-impairment,100,unknown,Code Signing,T1553.002,critical,0,1
mitre_attack,attack_technique,T1530,Data from Cloud Storage,global,collection,100,unknown,Data from Cloud Storage,T1530,critical,0,1
mitre_attack,attack_technique,T1565.003,Runtime Data Manipulation,global,impact,100,unknown,Runtime Data Manipulation,T1565.003,critical,0,1
mitre_attack,attack_technique,T1552.002,Credentials in Registry,global,credential-access,100,unknown,Credentials in Registry,T1552.002,critical,0,1
mitre_attack,attack_technique,T1135,Network Share Discovery,global,discovery,100,unknown,Network Share Discovery,T1135,critical,0,1
mitre_attack,attack_technique,T1120,Peripheral Device Discovery,global,discovery,100,unknown,Peripheral Device Discovery,T1120,critical,0,1
mitre_attack,attack_technique,T1036.009,Break Process Trees,global,stealth,100,unknown,Break Process Trees,T1036.009,critical,0,1
mitre_attack,attack_technique,T1590.004,Network Topology,global,reconnaissance,100,unknown,Network Topology,T1590.004,critical,0,1
mitre_attack,attack_technique,T1587.002,Code Signing Certificates,global,resource-development,100,unknown,Code Signing Certificates,T1587.002,critical,0,1
mitre_attack,attack_technique,T1222.001,Windows Permissions,global,defense-impairment,100,unknown,Windows Permissions,T1222.001,critical,0,1
mitre_attack,attack_technique,T1137.006,Add-ins,global,persistence,100,unknown,Add-ins,T1137.006,critical,0,1
mitre_attack,attack_technique,T1685.002,Disable or Modify Cloud Log,global,defense-impairment,100,unknown,Disable or Modify Cloud Log,T1685.002,critical,0,1
mitre_attack,attack_technique,T1505.002,Transport Agent,global,persistence,100,unknown,Transport Agent,T1505.002,critical,0,1
mitre_attack,attack_technique,T1082,System Information Discovery,global,discovery,100,unknown,System Information Discovery,T1082,critical,0,1
mitre_attack,attack_technique,T1071,Application Layer Protocol,global,command-and-control,100,unknown,Application Layer Protocol,T1071,critical,0,1
mitre_attack,attack_technique,T1574.014,AppDomainManager,global,"stealth,execution",100,unknown,AppDomainManager,T1574.014,critical,0,2
